product, band, modis_date, dt, value_min, value_max, value_sum, value_range, value_mean, value_variance, value_standard_deviation, pixels_total, pixels_pass_qa, pixels_pass_qa_per_cent, proc_date, value_center
MOD11A2,LST_Day_1km,A2000049,18/02/2000,303.18,309.82,24821.9141,6.64,306.4434,2.2241,1.4913,81,81,100,2.02005E+12,307.64
MOD11A2,LST_Day_1km,A2000057,26/02/2000,305.98,311.42,24996.1191,5.44,308.5941,1.6285,1.2761,81,81,100,2.02005E+12,309.9
MOD11A2,LST_Day_1km,A2000065,05/03/2000,308.16,313.4,25136.5195,5.24,310.3274,1.4216,1.1923,81,81,100,2.02005E+12,311.4
MOD11A2,LST_Day_1km,A2000073,13/03/2000,307.92,312.36,25112.1387,4.44,310.0264,0.9782,0.989,81,81,100,2.02005E+12,311.02
MOD11A2,LST_Day_1km,A2000081,21/03/2000,305.06,313.48,25147.2578,8.42,310.46,4.0511,2.0127,81,81,100,2.02005E+12,312.96
MOD11A2,LST_Day_1km,A2000089,29/03/2000,310.88,318.08,25468.8594,7.2,314.4304,2.661,1.6313,81,81,100,2.02005E+12,315.28
MOD11A2,LST_Day_1km,A2000097,06/04/2000,312.62,319.38,25572.5781,6.76,315.7108,2.1281,1.4588,81,81,100,2.02005E+12,318.04
MOD11A2,LST_Day_1km,A2000105,14/04/2000,312.42,319.7,25586.3594,7.28,315.881,2.894,1.7012,81,81,100,2.02005E+12,318.2
MOD11A2,LST_Day_1km,A2000113,22/04/2000,314.08,321.26,25728.0039,7.18,317.6297,3.8014,1.9497,81,81,100,2.02005E+12,319.88
MOD11A2,LST_Day_1km,A2000121,30/04/2000,315.96,322.3,25816.5273,6.34,318.7226,2.1359,1.4615,81,81,100,2.02005E+12,320.46
MOD11A2,LST_Day_1km,A2000129,08/05/2000,317.46,323.24,25923.9238,5.78,320.0484,2.0515,1.4323,81,81,100,2.02005E+12,321.82
MOD11A2,LST_Day_1km,A2000137,16/05/2000,316.32,322.3,25845.6582,5.98,319.0822,1.8928,1.3758,81,81,100,2.02005E+12,320.62
MOD11A2,LST_Day_1km,A2000145,24/05/2000,315.48,320.58,25746.6172,5.1,317.8595,1.4103,1.1876,81,81,100,2.02005E+12,319.4
MOD11A2,LST_Day_1km,A2000153,01/06/2000,315.46,322.6,25822.6973,7.14,318.7987,3.5524,1.8848,81,81,100,2.02005E+12,320.6
MOD11A2,LST_Day_1km,A2000161,09/06/2000,315.24,322.42,25883.1191,7.18,319.5447,1.9674,1.4026,81,81,100,2.02005E+12,321.02
MOD11A2,LST_Day_1km,A2000169,17/06/2000,313.08,318.54,25591.0918,5.46,315.9394,1.8682,1.3668,81,81,100,2.02005E+12,317.54
MOD11A2,LST_Day_1km,A2000177,25/06/2000,302.86,309.94,24821.7617,7.08,306.4415,3.3132,1.8202,81,81,100,2.02005E+12,306.56
MOD11A2,LST_Day_1km,A2000185,03/07/2000,304.02,309.34,24837.5996,5.32,306.637,1.5189,1.2324,81,81,100,2.02005E+12,308.22
MOD11A2,LST_Day_1km,A2000193,11/07/2000,303.18,309.76,24813.5195,6.58,306.3398,1.7627,1.3277,81,81,100,2.02005E+12,307.24
MOD11A2,LST_Day_1km,A2000201,19/07/2000,303.96,308.2,24795.041,4.24,306.1116,0.9013,0.9494,81,81,100,2.02005E+12,307.5
MOD11A2,LST_Day_1km,A2000209,27/07/2000,300.62,302.7,24438.1602,2.08,301.7057,0.1636,0.4044,81,81,100,2.02005E+12,302.16
MOD11A2,LST_Day_1km,A2000217,04/08/2000,299.76,305.82,24553.1191,6.06,303.1249,1.0871,1.0426,81,81,100,2.02006E+12,304.98
MOD11A2,LST_Day_1km,A2000225,12/08/2000,303.58,306.38,24703.4043,2.8,304.9803,0.5165,0.7187,81,81,100,2.02006E+12,305
MOD11A2,LST_Day_1km,A2000233,20/08/2000,300.54,305.96,24557.8223,5.42,303.183,1.4886,1.2201,81,81,100,2.02006E+12,303.64
MOD11A2,LST_Day_1km,A2000241,28/08/2000,302.76,305.26,24607.1211,2.5,303.7916,0.2936,0.5418,81,81,100,2.02006E+12,303.9
MOD11A2,LST_Day_1km,A2000249,05/09/2000,303.58,306.98,24725.0586,3.4,305.2477,0.4443,0.6666,81,81,100,2.02006E+12,305.82
MOD11A2,LST_Day_1km,A2000257,13/09/2000,301.44,303.94,24522.082,2.5,302.7418,0.354,0.595,81,81,100,2.02006E+12,303.72
MOD11A2,LST_Day_1km,A2000265,21/09/2000,301.82,305,24582.0176,3.18,303.4817,0.5178,0.7196,81,81,100,2.02006E+12,303.78
MOD11A2,LST_Day_1km,A2000273,29/09/2000,303.26,307.14,24729.2012,3.88,305.2988,0.7745,0.8801,81,81,100,2.02006E+12,306.16
MOD11A2,LST_Day_1km,A2000281,07/10/2000,298,303.26,24296.6641,5.26,299.9588,1.4537,1.2057,81,81,100,2.02006E+12,301.7
MOD11A2,LST_Day_1km,A2000289,15/10/2000,298.48,304.94,24482.8652,6.46,302.2576,2.7391,1.655,81,81,100,2.02006E+12,303.9
MOD11A2,LST_Day_1km,A2000297,23/10/2000,295.08,298.62,24025.1016,3.54,296.6062,0.7602,0.8719,81,81,100,2.02006E+12,295.54
MOD11A2,LST_Day_1km,A2000305,31/10/2000,291.24,296.52,23871.2988,5.28,294.7074,2.0078,1.417,81,81,100,2.02006E+12,296.16
MOD11A2,LST_Day_1km,A2000313,08/11/2000,294.76,296.96,23979.8359,2.2,296.0474,0.2914,0.5398,81,81,100,2.02006E+12,296.58
MOD11A2,LST_Day_1km,A2000321,16/11/2000,295.9,298.44,24091.0605,2.54,297.4205,0.3133,0.5598,81,81,100,2.02006E+12,297.76
MOD11A2,LST_Day_1km,A2000329,24/11/2000,296.44,299.72,24167.3203,3.28,298.362,0.5784,0.7605,81,81,100,2.02006E+12,298.02
MOD11A2,LST_Day_1km,A2000337,02/12/2000,298.62,301.32,24314.123,2.7,300.1743,0.3574,0.5978,81,81,100,2.02006E+12,300.5
MOD11A2,LST_Day_1km,A2000345,10/12/2000,296.4,299.94,24193.4375,3.54,298.6844,0.4416,0.6645,81,81,100,2.02008E+12,299.06
MOD11A2,LST_Day_1km,A2000353,18/12/2000,298.08,300.46,24256.4258,2.38,299.462,0.2507,0.5007,81,81,100,2.02008E+12,299.74
MOD11A2,LST_Day_1km,A2000361,26/12/2000,295.26,298.84,24063.7773,3.58,297.0837,0.5325,0.7298,81,81,100,2.02008E+12,298.26
MOD11A2,LST_Day_1km,A2001001,01/01/2001,297.68,301.16,24290.6211,3.48,299.8842,0.4054,0.6367,81,81,100,2.02008E+12,300.36
MOD11A2,LST_Day_1km,A2001009,09/01/2001,292.44,296.12,23879.5176,3.68,294.8089,0.7445,0.8629,81,81,100,2.02008E+12,295.5
MOD11A2,LST_Day_1km,A2001017,17/01/2001,292.32,297.68,23928.1992,5.36,295.4099,1.0486,1.024,81,81,100,2.02008E+12,295.46
MOD11A2,LST_Day_1km,A2001025,25/01/2001,296.08,299.84,24142.2148,3.76,298.052,0.8473,0.9205,81,81,100,2.02008E+12,298.86
MOD11A2,LST_Day_1km,A2001033,02/02/2001,301.42,304.16,24541.2988,2.74,302.979,0.5962,0.7721,81,81,100,2.02008E+12,303.26
MOD11A2,LST_Day_1km,A2001041,10/02/2001,298.44,303.78,24377.1621,5.34,300.9526,1.3507,1.1622,81,81,100,2.02009E+12,300.92
MOD11A2,LST_Day_1km,A2001049,18/02/2001,302.12,306.1,24692.9395,3.98,304.8511,0.6566,0.8103,81,81,100,2.02009E+12,305.58
MOD11A2,LST_Day_1km,A2001057,26/02/2001,293.24,301.68,24056.8184,8.44,296.9978,3.2018,1.7894,81,81,100,2.02009E+12,298.18
MOD11A2,LST_Day_1km,A2001065,06/03/2001,300.82,305.6,24556.2383,4.78,303.1634,1.1451,1.0701,81,81,100,2.02009E+12,305.6
MOD11A2,LST_Day_1km,A2001073,14/03/2001,306.18,311.06,25014.3574,4.88,308.8192,1.0676,1.0332,81,81,100,2.02009E+12,309.78
MOD11A2,LST_Day_1km,A2001081,22/03/2001,310.16,314.44,25288.2578,4.28,312.2007,0.746,0.8637,81,81,100,2.02009E+12,312.9
MOD11A2,LST_Day_1km,A2001089,30/03/2001,306.98,312.56,25084.7188,5.58,309.6879,1.5468,1.2437,81,81,100,2.02009E+12,310.88
MOD11A2,LST_Day_1km,A2001097,07/04/2001,310.4,312.92,25237.0566,2.52,311.5686,0.4122,0.6421,81,81,100,2.02009E+12,312.06
MOD11A2,LST_Day_1km,A2001105,15/04/2001,314.56,319.62,25664.7031,5.06,316.8482,1.3622,1.1671,81,81,100,2.02009E+12,317.84
MOD11A2,LST_Day_1km,A2001113,23/04/2001,314.94,320.08,25704.2676,5.14,317.3366,1.4466,1.2028,81,81,100,2.02009E+12,318.34
MOD11A2,LST_Day_1km,A2001121,01/05/2001,316.68,321.66,25821.8789,4.98,318.7886,1.5134,1.2302,81,81,100,2.02009E+12,319.94
MOD11A2,LST_Day_1km,A2001129,09/05/2001,316.34,322.26,25854.9258,5.92,319.1966,1.4174,1.1906,81,81,100,2.02009E+12,320.3
MOD11A2,LST_Day_1km,A2001137,17/05/2001,315.42,321.74,25776.8574,6.32,318.2328,1.6629,1.2895,81,81,100,2.02009E+12,318.6
MOD11A2,LST_Day_1km,A2001145,25/05/2001,316.32,322.04,25821.2969,5.72,318.7814,1.7219,1.3122,81,81,100,2.02009E+12,320.06
MOD11A2,LST_Day_1km,A2001153,02/06/2001,316.22,321.62,25814.3418,5.4,318.6956,1.5489,1.2445,81,81,100,2.02009E+12,319.62
MOD11A2,LST_Day_1km,A2001161,10/06/2001,312.48,320.32,25639.709,7.84,316.5396,3.505,1.8722,81,81,100,2.02009E+12,319.02
MOD11A2,LST_Day_1km,A2001177,26/06/2001,306.74,318.6,25330.1035,11.86,312.71735,7.87365,2.68555,81,81,100,2.02009E+12,314.79
MOD11A2,LST_Day_1km,A2001185,04/07/2001,301,316.88,25020.498,15.88,308.8951,12.2423,3.4989,81,81,100,2.0201E+12,310.56
MOD11A2,LST_Day_1km,A2001193,12/07/2001,302.74,313.3,24967.9434,10.56,308.2462,6.2082,2.4916,81,81,100,2.0201E+12,309.06
MOD11A2,LST_Day_1km,A2001201,20/07/2001,298.9,309.6,24584.9824,10.7,303.5183,6.3153,2.513,81,81,100,2.0201E+12,303.2
MOD11A2,LST_Day_1km,A2001209,28/07/2001,300.58,304.58,24500.9199,4,302.4805,0.7807,0.8836,81,81,100,2.0201E+12,303.16
MOD11A2,LST_Day_1km,A2001217,05/08/2001,300.3,304.4,24500.2227,4.1,302.4719,0.7329,0.8561,81,81,100,2.0201E+12,302.84
MOD11A2,LST_Day_1km,A2001225,13/08/2001,300.66,304.98,24569.9199,4.32,303.3323,0.8586,0.9266,81,81,100,2.0201E+12,304.98
MOD11A2,LST_Day_1km,A2001233,21/08/2001,304.3,307.48,24762.6016,3.18,305.7111,0.4567,0.6758,81,81,100,2.0201E+12,305.44
MOD11A2,LST_Day_1km,A2001241,29/08/2001,300.18,303.64,24433.2578,3.46,301.6452,0.4243,0.6514,81,81,100,2.0201E+12,301.54
MOD11A2,LST_Day_1km,A2001249,06/09/2001,300.52,305.44,24621.5234,4.92,303.9694,1.3806,1.175,81,81,100,2.0201E+12,304.76
MOD11A2,LST_Day_1km,A2001257,14/09/2001,299.74,304.32,24515.8418,4.58,302.6647,1.1674,1.0805,81,81,100,2.0201E+12,302.96
MOD11A2,LST_Day_1km,A2001265,22/09/2001,306.02,310.62,25050.9414,4.6,309.2709,1.27,1.1269,81,81,100,2.0201E+12,309.96
MOD11A2,LST_Day_1km,A2001273,30/09/2001,298.7,301.58,24347.1289,2.88,300.5818,0.4734,0.688,81,81,100,2.0201E+12,301
MOD11A2,LST_Day_1km,A2001281,08/10/2001,300.56,303.58,24494.4648,3.02,302.4008,0.5113,0.715,81,81,100,2.0201E+12,302.7
MOD11A2,LST_Day_1km,A2001289,16/10/2001,302.7,306.76,24757.498,4.06,305.6481,0.8958,0.9465,81,81,100,2.0201E+12,305.98
MOD11A2,LST_Day_1km,A2001297,24/10/2001,304.04,307.72,24808.2422,3.68,306.2746,0.5314,0.7289,81,81,100,2.0201E+12,306.58
MOD11A2,LST_Day_1km,A2001305,01/11/2001,304.22,308.8,24853.7988,4.58,306.837,0.8994,0.9484,81,81,100,2.0201E+12,306.94
MOD11A2,LST_Day_1km,A2001313,09/11/2001,301.54,306.58,24645.7344,5.04,304.2683,0.9762,0.988,81,81,100,2.0201E+12,304.34
MOD11A2,LST_Day_1km,A2001321,17/11/2001,299.3,304.04,24460.3457,4.74,301.9796,1.0113,1.0056,81,81,100,2.02011E+12,302.84
MOD11A2,LST_Day_1km,A2001329,25/11/2001,298.26,302.24,24361.1973,3.98,300.7555,0.8273,0.9096,81,81,100,2.02011E+12,301.36
MOD11A2,LST_Day_1km,A2001337,03/12/2001,299.02,303.34,24427.5586,4.32,301.5748,0.6349,0.7968,81,81,100,2.02011E+12,301.74
MOD11A2,LST_Day_1km,A2001345,11/12/2001,294.08,298.96,24023.5234,4.88,296.5867,1.36,1.1662,81,81,100,2.02011E+12,297.74
MOD11A2,LST_Day_1km,A2001353,19/12/2001,299.22,302.18,24384.916,2.96,301.0483,0.4523,0.6725,81,81,100,2.02011E+12,301.3
MOD11A2,LST_Day_1km,A2001361,27/12/2001,297.46,301.9,24334.3008,4.44,300.4235,0.8391,0.916,81,81,100,2.02011E+12,300.76
MOD11A2,LST_Day_1km,A2002001,01/01/2002,298.58,301.56,24315.668,2.98,300.1934,0.5146,0.7174,81,81,100,2.02011E+12,300.26
MOD11A2,LST_Day_1km,A2002009,09/01/2002,296.58,301.1,24210.4434,4.52,298.8943,1.2864,1.1342,81,81,100,2.02011E+12,298.42
MOD11A2,LST_Day_1km,A2002017,17/01/2002,296.72,300.06,24152.3828,3.34,298.1776,0.6175,0.7858,81,81,100,2.02011E+12,298.3
MOD11A2,LST_Day_1km,A2002025,25/01/2002,299.38,304.48,24422.6055,5.1,301.5136,1.0419,1.0207,81,81,100,2.02011E+12,301.8
MOD11A2,LST_Day_1km,A2002033,02/02/2002,298.46,301.98,24335.998,3.52,300.4444,0.6683,0.8175,81,81,100,2.02011E+12,300.84
MOD11A2,LST_Day_1km,A2002041,10/02/2002,298.08,302.8,24390.7402,4.72,301.1202,1.133,1.0644,81,81,100,2.02011E+12,301.72
MOD11A2,LST_Day_1km,A2002049,18/02/2002,302.74,306.86,24697.8027,4.12,304.9111,0.8523,0.9232,81,81,100,2.02011E+12,305.1
MOD11A2,LST_Day_1km,A2002057,26/02/2002,302.24,307.88,24701.7402,5.64,304.9597,1.4243,1.1934,81,81,100,2.02011E+12,305.4
MOD11A2,LST_Day_1km,A2002065,06/03/2002,305.1,310.88,24969.3594,5.78,308.2637,1.5558,1.2473,81,81,100,2.02011E+12,309.28
MOD11A2,LST_Day_1km,A2002073,14/03/2002,305.04,310.26,24935.3242,5.22,307.8435,1.1609,1.0774,81,81,100,2.02011E+12,308.32
MOD11A2,LST_Day_1km,A2002081,22/03/2002,303.62,309.14,24888.0801,5.52,307.2603,1.4409,1.2004,81,81,100,2.02011E+12,308.46
MOD11A2,LST_Day_1km,A2002089,30/03/2002,311.98,316.98,25476.6406,5,314.5264,1.1556,1.075,81,81,100,2.02012E+12,314.92
MOD11A2,LST_Day_1km,A2002097,07/04/2002,308.92,313.7,25233.5625,4.78,311.5255,1.0595,1.0293,81,81,100,2.02012E+12,311.74
MOD11A2,LST_Day_1km,A2002105,15/04/2002,306.08,312.58,25039.8477,6.5,309.1339,3.3141,1.8205,81,81,100,2.02012E+12,311.3
MOD11A2,LST_Day_1km,A2002113,23/04/2002,312.2,318.78,25541.2246,6.58,315.3238,2.7937,1.6714,81,81,100,2.02012E+12,317.06
MOD11A2,LST_Day_1km,A2002121,01/05/2002,316.3,322.42,25899.9238,6.12,319.7521,1.7412,1.3196,81,81,100,2.02012E+12,320.66
MOD11A2,LST_Day_1km,A2002129,09/05/2002,315.64,319.36,25724.7363,3.72,317.5893,0.718,0.8474,81,81,100,2.02012E+12,317.3
MOD11A2,LST_Day_1km,A2002137,17/05/2002,317.06,322.48,25908.1016,5.42,319.8531,1.6168,1.2716,81,81,100,2.02012E+12,320.68
MOD11A2,LST_Day_1km,A2002145,25/05/2002,315.94,320.86,25781.752,4.92,318.2932,1.2559,1.1207,81,81,100,2.02012E+12,319.32
MOD11A2,LST_Day_1km,A2002153,02/06/2002,315.64,320.78,25795.2012,5.14,318.4593,1.4981,1.224,81,81,100,2.02012E+12,319.54
MOD11A2,LST_Day_1km,A2002161,10/06/2002,314.44,320.64,25731.4609,6.2,317.6724,1.8955,1.3768,81,81,100,2.02012E+12,318.9
MOD11A2,LST_Day_1km,A2002169,18/06/2002,317.04,321.32,25812.7227,4.28,318.6756,1.0766,1.0376,81,81,100,2.02012E+12,319.38
MOD11A2,LST_Day_1km,A2002177,26/06/2002,313.98,318.86,25627.9395,4.88,316.3943,1.0947,1.0463,81,81,100,2.02012E+12,317.2
MOD11A2,LST_Day_1km,A2002185,04/07/2002,314.68,321,25707.502,6.32,317.3766,1.7026,1.3048,81,81,100,2.02015E+12,318.1
MOD11A2,LST_Day_1km,A2002193,12/07/2002,308.52,315.7,25255.1777,7.18,311.7923,2.6956,1.6418,81,81,100,2.02015E+12,310.36
MOD11A2,LST_Day_1km,A2002201,20/07/2002,302.82,305.96,24639.9941,3.14,304.1974,0.4861,0.6972,81,81,100,2.02015E+12,304.16
MOD11A2,LST_Day_1km,A2002209,28/07/2002,301.9,305.2,24588.2598,3.3,303.5588,0.6256,0.791,81,81,100,2.02013E+12,303.96
MOD11A2,LST_Day_1km,A2002217,05/08/2002,300.94,304.64,24519.7793,3.7,302.7133,0.4145,0.6438,81,81,100,2.02015E+12,302.74
MOD11A2,LST_Day_1km,A2002225,13/08/2002,300.06,303.16,24435.1621,3.1,301.6687,0.3888,0.6236,81,81,100,2.02015E+12,302.28
MOD11A2,LST_Day_1km,A2002233,21/08/2002,302.66,305.26,24617.7812,2.6,303.9232,0.224,0.4733,81,81,100,2.02015E+12,303.82
MOD11A2,LST_Day_1km,A2002241,29/08/2002,303.3,305.48,24668.3848,2.18,304.548,0.1713,0.4139,81,81,100,2.02013E+12,304.72
MOD11A2,LST_Day_1km,A2002249,06/09/2002,301.04,306.62,24577.2812,5.58,303.4232,1.341,1.158,81,81,100,2.02015E+12,303.22
MOD11A2,LST_Day_1km,A2002257,14/09/2002,303.96,307.24,24745.9844,3.28,305.506,0.3827,0.6186,81,81,100,2.02015E+12,305.62
MOD11A2,LST_Day_1km,A2002265,22/09/2002,305.52,308.8,24889.377,3.28,307.2762,0.6102,0.7811,81,81,100,2.02015E+12,306.6
MOD11A2,LST_Day_1km,A2002273,30/09/2002,301.5,305.34,24566.6582,3.84,303.2921,1.04,1.0198,81,81,100,2.02013E+12,302.98
MOD11A2,LST_Day_1km,A2002281,08/10/2002,305.48,308.3,24870.1562,2.82,307.039,0.4945,0.7032,81,81,100,2.02015E+12,305.98
MOD11A2,LST_Day_1km,A2002289,16/10/2002,296.3,300.84,16407.1777,4.54,298.3123,1.4862,1.2191,81,55,67.9,2.02015E+12,298.4
MOD11A2,LST_Day_1km,A2002297,24/10/2002,300.58,304.28,24473.2402,3.7,302.1388,0.5905,0.7684,81,81,100,2.02015E+12,302.82
MOD11A2,LST_Day_1km,A2002305,01/11/2002,303.06,305.52,24656.0176,2.46,304.3953,0.2992,0.547,81,81,100,2.02013E+12,304.72
MOD11A2,LST_Day_1km,A2002313,09/11/2002,304.18,306.68,24749.8574,2.5,305.5538,0.3976,0.6306,81,81,100,2.02015E+12,305.92
MOD11A2,LST_Day_1km,A2002321,17/11/2002,303.58,306.68,24742.3848,3.1,305.4615,0.4113,0.6414,81,81,100,2.02015E+12,306.04
MOD11A2,LST_Day_1km,A2002329,25/11/2002,301.36,304.64,24567.168,3.28,303.2984,0.6784,0.8236,81,81,100,2.02015E+12,303.58
MOD11A2,LST_Day_1km,A2002337,03/12/2002,296.3,300.56,24176.0391,4.26,298.4696,0.7477,0.8647,81,81,100,2.02013E+12,299.4
MOD11A2,LST_Day_1km,A2002345,11/12/2002,298.1,300.96,24287.0391,2.86,299.84,0.4105,0.6407,81,81,100,2.02015E+12,300.2
MOD11A2,LST_Day_1km,A2002353,19/12/2002,295,298.26,24055.0352,3.26,296.9757,0.5147,0.7174,81,81,100,2.02015E+12,297.54
MOD11A2,LST_Day_1km,A2002361,27/12/2002,296.22,299.68,24155.5996,3.46,298.2173,0.6089,0.7803,81,81,100,2.02013E+12,298.84
MOD11A2,LST_Day_1km,A2003001,01/01/2003,300.04,303.26,24453.6758,3.22,301.8972,0.4895,0.6996,81,81,100,2.02015E+12,302.24
MOD11A2,LST_Day_1km,A2003009,09/01/2003,299.94,303,24400.2988,3.06,301.2383,0.6417,0.8011,81,81,100,2.02015E+12,300.94
MOD11A2,LST_Day_1km,A2003017,17/01/2003,300.04,304,24489.0977,3.96,302.3345,0.4923,0.7016,81,81,100,2.02015E+12,303.32
MOD11A2,LST_Day_1km,A2003025,25/01/2003,302.22,305.9,24641.7441,3.68,304.2191,0.672,0.8198,81,81,100,2.02014E+12,304.4
MOD11A2,LST_Day_1km,A2003033,02/02/2003,297.42,303.98,24453.7383,6.56,301.898,1.7239,1.313,81,81,100,2.02015E+12,302.1
MOD11A2,LST_Day_1km,A2003041,10/02/2003,297.28,303.3,24396.7207,6.02,301.1941,3.307,1.8185,81,81,100,2.02015E+12,302.32
MOD11A2,LST_Day_1km,A2003049,18/02/2003,295.6,300.58,24162.5234,4.98,298.3028,1.4215,1.1923,81,81,100,2.02015E+12,299.26
MOD11A2,LST_Day_1km,A2003057,26/02/2003,298.68,302.32,24368.8027,3.64,300.8494,0.7115,0.8435,81,81,100,2.02014E+12,301.76
MOD11A2,LST_Day_1km,A2003065,06/03/2003,304.04,309.74,24872.3984,5.7,307.0667,1.2425,1.1147,81,81,100,2.02015E+12,307.92
MOD11A2,LST_Day_1km,A2003073,14/03/2003,303.04,308.48,24781.6582,5.44,305.9464,1.1304,1.0632,81,81,100,2.02015E+12,306.8
MOD11A2,LST_Day_1km,A2003081,22/03/2003,308.08,313.98,25198.6777,5.9,311.0948,1.6777,1.2953,81,81,100,2.02015E+12,312.18
MOD11A2,LST_Day_1km,A2003089,30/03/2003,306.54,312.48,25060.3828,5.94,309.3875,1.0965,1.0471,81,81,100,2.02014E+12,310.04
MOD11A2,LST_Day_1km,A2003097,07/04/2003,312.04,318.12,25513.0645,6.08,314.9761,1.731,1.3157,81,81,100,2.02015E+12,315.8
MOD11A2,LST_Day_1km,A2003105,15/04/2003,310.08,315.8,25334.1816,5.72,312.7677,2.0643,1.4368,81,81,100,2.02014E+12,314.16
MOD11A2,LST_Day_1km,A2003113,23/04/2003,310.26,316.78,25423.2988,6.52,313.8679,3.0498,1.7464,81,81,100,2.02014E+12,315.26
MOD11A2,LST_Day_1km,A2003121,01/05/2003,313.84,319.06,25631.6387,5.22,316.44,1.6661,1.2908,81,81,100,2.02014E+12,317.9
MOD11A2,LST_Day_1km,A2003129,09/05/2003,316.36,321.58,25809.1973,5.22,318.6321,1.7221,1.3123,81,81,100,2.02014E+12,319.6
MOD11A2,LST_Day_1km,A2003137,17/05/2003,314.88,321.44,25680.3809,6.56,317.0417,2.4064,1.5513,81,81,100,2.02014E+12,317.1
MOD11A2,LST_Day_1km,A2003145,25/05/2003,315.8,322.2,25848.125,6.4,319.1126,1.8671,1.3664,81,81,100,2.02014E+12,320.22
MOD11A2,LST_Day_1km,A2003153,02/06/2003,315.72,320.26,25761.4023,4.54,318.042,1.2098,1.0999,81,81,100,2.02014E+12,319.06
MOD11A2,LST_Day_1km,A2003161,10/06/2003,315.74,321.84,25851.6191,6.1,319.1558,1.5898,1.2609,81,81,100,2.02014E+12,320.66
MOD11A2,LST_Day_1km,A2003169,18/06/2003,317.1,322.18,25875.4609,5.08,319.4501,1.3274,1.1521,81,81,100,2.02014E+12,320.3
MOD11A2,LST_Day_1km,A2003177,26/06/2003,309.96,317.04,25352.4199,7.08,312.9928,3.3176,1.8214,81,81,100,2.02014E+12,312.7
MOD11A2,LST_Day_1km,A2003185,04/07/2003,305,312.78,25085.9766,7.78,309.7034,3.4487,1.8571,81,81,100,2.02014E+12,310.68
MOD11A2,LST_Day_1km,A2003193,12/07/2003,306.48,314.36,25195.2676,7.88,311.0527,3.332,1.8254,81,81,100,2.02014E+12,312.92
MOD11A2,LST_Day_1km,A2003201,20/07/2003,302.8,315.4,24799.4219,12.6,306.1657,5.2571,2.2928,81,81,100,2.02014E+12,306.54
MOD11A2,LST_Day_1km,A2003209,28/07/2003,301.02,307.6,24546.6191,6.58,303.0447,1.8365,1.3552,81,81,100,2.02014E+12,303.68
MOD11A2,LST_Day_1km,A2003217,05/08/2003,300.14,304.04,24426.9785,3.9,301.5676,0.7605,0.8721,81,81,100,2.02014E+12,301.74
MOD11A2,LST_Day_1km,A2003225,13/08/2003,301.92,306.4,24610.2188,4.48,303.8299,0.7631,0.8736,81,81,100,2.02014E+12,304.16
MOD11A2,LST_Day_1km,A2003233,21/08/2003,301.2,303.36,24479.6055,2.16,302.2173,0.2212,0.4704,81,81,100,2.02014E+12,302.28
MOD11A2,LST_Day_1km,A2003241,29/08/2003,302.26,307.4,24648.3848,5.14,304.3011,0.9731,0.9865,81,81,100,2.02014E+12,305.02
MOD11A2,LST_Day_1km,A2003249,06/09/2003,299.86,301.84,24375.1582,1.98,300.9279,0.2068,0.4548,81,81,100,2.02014E+12,301.14
MOD11A2,LST_Day_1km,A2003257,14/09/2003,302.2,307.4,24691.0371,5.2,304.8276,1.3551,1.1641,81,81,100,2.02015E+12,305.32
MOD11A2,LST_Day_1km,A2003265,22/09/2003,302.94,308.72,24738.5508,5.78,305.4142,1.1034,1.0504,81,81,100,2.02015E+12,306.08
MOD11A2,LST_Day_1km,A2003273,30/09/2003,305.58,313.56,24991.1973,7.98,308.5333,2.788,1.6697,81,81,100,2.02015E+12,309.52
MOD11A2,LST_Day_1km,A2003281,08/10/2003,297.88,302.68,24361.918,4.8,300.7644,0.9817,0.9908,81,81,100,2.02015E+12,300.8
MOD11A2,LST_Day_1km,A2003289,16/10/2003,303.22,309.52,24869.8027,6.3,307.0346,1.7406,1.3193,81,81,100,2.02015E+12,306.98
MOD11A2,LST_Day_1km,A2003297,24/10/2003,300.72,305.72,24585.3184,5,303.5225,1.1047,1.051,81,81,100,2.02015E+12,304.32
MOD11A2,LST_Day_1km,A2003305,01/11/2003,301.04,307.76,24714.4219,6.72,305.1163,2.1656,1.4716,81,81,100,2.02015E+12,306
MOD11A2,LST_Day_1km,A2003313,09/11/2003,303.6,309.66,24826.2656,6.06,306.4971,1.392,1.1798,81,81,100,2.02015E+12,307.32
MOD11A2,LST_Day_1km,A2003321,17/11/2003,301.1,306,24605.8164,4.9,303.7755,1.061,1.03,81,81,100,2.02015E+12,304.62
MOD11A2,LST_Day_1km,A2003329,25/11/2003,302.46,307.06,24704.4004,4.6,304.9926,1.2538,1.1197,81,81,100,2.02015E+12,306
MOD11A2,LST_Day_1km,A2003337,03/12/2003,297.38,303.24,24340.2812,5.86,300.4973,2.4942,1.5793,81,81,100,2.02015E+12,302.34
MOD11A2,LST_Day_1km,A2003345,11/12/2003,298.02,303.2,24377.8535,5.18,300.9612,1.275,1.1292,81,81,100,2.02017E+12,301.56
MOD11A2,LST_Day_1km,A2003353,19/12/2003,299.46,303.54,24435.584,4.08,301.6739,0.779,0.8826,81,81,100,2.02017E+12,302.36
MOD11A2,LST_Day_1km,A2003361,27/12/2003,294.84,299.58,24089.3398,4.74,297.3993,1.119,1.0578,81,81,100,2.02017E+12,298.14
